时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-02-27 00:04:56,主世界,minecraft:piston,-20,78,314,活塞推动,minecraft:reeds,-20,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-17,78,314,活塞推动,minecraft:reeds,-17,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-19,78,314,活塞推动,minecraft:reeds,-19,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-18,78,314,活塞推动,minecraft:reeds,-18,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-23,78,314,活塞推动,minecraft:reeds,-23,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-21,78,314,活塞推动,minecraft:reeds,-21,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-24,78,314,活塞推动,minecraft:reeds,-24,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-22,78,314,活塞推动,minecraft:reeds,-22,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-16,78,314,活塞推动,minecraft:reeds,-16,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-36,78,314,活塞推动,minecraft:reeds,-36,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-33,78,314,活塞推动,minecraft:reeds,-33,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-35,78,314,活塞推动,minecraft:reeds,-35,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-34,78,314,活塞推动,minecraft:reeds,-34,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-29,78,314,活塞推动,minecraft:reeds,-29,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-27,78,314,活塞推动,minecraft:reeds,-27,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-32,78,314,活塞推动,minecraft:reeds,-32,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-25,78,314,活塞推动,minecraft:reeds,-25,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-31,78,314,活塞推动,minecraft:reeds,-31,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-26,78,314,活塞推动,minecraft:reeds,-26,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-30,78,314,活塞推动,minecraft:reeds,-30,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-28,78,314,活塞推动,minecraft:reeds,-28,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-40,78,314,活塞推动,minecraft:reeds,-40,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-42,78,314,活塞推动,minecraft:reeds,-42,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-38,78,314,活塞推动,minecraft:reeds,-38,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-41,78,314,活塞推动,minecraft:reeds,-41,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-39,78,314,活塞推动,minecraft:reeds,-39,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-37,78,314,活塞推动,minecraft:reeds,-37,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-53,78,314,活塞推动,minecraft:reeds,-53,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-52,78,314,活塞推动,minecraft:reeds,-52,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-49,78,314,活塞推动,minecraft:reeds,-49,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-51,78,314,活塞推动,minecraft:reeds,-51,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-50,78,314,活塞推动,minecraft:reeds,-50,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-45,78,314,活塞推动,minecraft:reeds,-45,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-43,78,314,活塞推动,minecraft:reeds,-43,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-47,78,314,活塞推动,minecraft:reeds,-47,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-48,78,314,活塞推动,minecraft:reeds,-48,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-46,78,314,活塞推动,minecraft:reeds,-46,78,313,
2023-02-27 00:04:56,主世界,minecraft:piston,-44,78,314,活塞推动,minecraft:reeds,-44,78,313,
2023-02-27 00:44:54,主世界,minecraft:piston,-24,78,314,活塞推动,minecraft:reeds,-24,78,313,
2023-02-27 00:44:54,主世界,minecraft:piston,-17,78,314,活塞推动,minecraft:reeds,-17,78,313,
2023-02-27 00:44:54,主世界,minecraft:piston,-23,78,314,活塞推动,minecraft:reeds,-23,78,313,
2023-02-27 00:44:54,主世界,minecraft:piston,-19,78,314,活塞推动,minecraft:reeds,-19,78,313,
2023-02-27 00:44:54,主世界,minecraft:piston,-20,78,314,活塞推动,minecraft:reeds,-20,78,313,
