时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-02-23 11:25:33,,,,,,执行后台命令,heelp,,,,
2023-02-23 11:38:43,,,,,,执行后台命令,ll list,,,,
2023-02-23 11:39:03,,,,,,执行后台命令,allowlist add RuiMei520,,,,
2023-02-23 11:40:09,,,,,,执行后台命令,ll list,,,,
2023-02-23 11:43:37,,RuiMei520,,,,开始进服,,,,,xuid=2535415063495605
2023-02-23 11:43:46,主世界,RuiMei520,-62,66,-60,进入服务器,,,,,xuid=2535415063495605
2023-02-23 11:44:06,主世界,minecraft:piston,-21,78,314,活塞推动,minecraft:reeds,-21,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-24,78,314,活塞推动,minecraft:reeds,-24,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-23,78,314,活塞推动,minecraft:reeds,-23,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-22,78,314,活塞推动,minecraft:reeds,-22,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-20,78,314,活塞推动,minecraft:reeds,-20,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-18,78,314,活塞推动,minecraft:reeds,-18,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-17,78,314,活塞推动,minecraft:reeds,-17,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-16,78,314,活塞推动,minecraft:reeds,-16,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-35,78,314,活塞推动,minecraft:reeds,-35,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-34,78,314,活塞推动,minecraft:reeds,-34,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-33,78,314,活塞推动,minecraft:reeds,-33,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-25,78,314,活塞推动,minecraft:reeds,-25,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-27,78,314,活塞推动,minecraft:reeds,-27,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-28,78,314,活塞推动,minecraft:reeds,-28,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-31,78,314,活塞推动,minecraft:reeds,-31,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-29,78,314,活塞推动,minecraft:reeds,-29,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-39,78,314,活塞推动,minecraft:reeds,-39,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-38,78,314,活塞推动,minecraft:reeds,-38,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-37,78,314,活塞推动,minecraft:reeds,-37,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-41,78,314,活塞推动,minecraft:reeds,-41,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-53,78,314,活塞推动,minecraft:reeds,-53,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-52,78,314,活塞推动,minecraft:reeds,-52,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-51,78,314,活塞推动,minecraft:reeds,-51,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-49,78,314,活塞推动,minecraft:reeds,-49,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-47,78,314,活塞推动,minecraft:reeds,-47,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-43,78,314,活塞推动,minecraft:reeds,-43,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-45,78,314,活塞推动,minecraft:reeds,-45,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-48,78,314,活塞推动,minecraft:reeds,-48,78,313,
2023-02-23 11:44:06,主世界,minecraft:piston,-44,78,314,活塞推动,minecraft:reeds,-44,78,313,
2023-02-23 11:44:07,主世界,RuiMei520,-62,66,-60,放置方块,minecraft:snow_layer,-64,63,-63,
2023-02-23 11:44:07,主世界,RuiMei520,-62,66,-60,使用物品,菜单,,,,类型：pa:menu
2023-02-23 11:44:08,主世界,RuiMei520,-62,66,-60,放置方块,minecraft:snow_layer,-64,63,-63,
2023-02-23 11:44:08,主世界,RuiMei520,-62,66,-60,使用物品,菜单,,,,类型：pa:menu
2023-02-23 11:44:09,主世界,RuiMei520,-62,66,-60,放置方块,minecraft:snow_layer,-64,63,-63,
2023-02-23 11:44:09,主世界,RuiMei520,-62,66,-60,使用物品,菜单,,,,类型：pa:menu
2023-02-23 11:44:10,主世界,RuiMei520,-62,66,-60,放置方块,minecraft:snow_layer,-64,63,-63,
