时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-04 00:21:49,主世界,minecraft:piston,-17,78,314,活塞推动,minecraft:reeds,-17,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-18,78,314,活塞推动,minecraft:reeds,-18,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-24,78,314,活塞推动,minecraft:reeds,-24,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-20,78,314,活塞推动,minecraft:reeds,-20,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-21,78,314,活塞推动,minecraft:reeds,-21,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-19,78,314,活塞推动,minecraft:reeds,-19,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-23,78,314,活塞推动,minecraft:reeds,-23,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-22,78,314,活塞推动,minecraft:reeds,-22,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-16,78,314,活塞推动,minecraft:reeds,-16,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-35,78,314,活塞推动,minecraft:reeds,-35,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-33,78,314,活塞推动,minecraft:reeds,-33,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-34,78,314,活塞推动,minecraft:reeds,-34,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-36,78,314,活塞推动,minecraft:reeds,-36,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-31,78,314,活塞推动,minecraft:reeds,-31,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-32,78,314,活塞推动,minecraft:reeds,-32,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-30,78,314,活塞推动,minecraft:reeds,-30,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-27,78,314,活塞推动,minecraft:reeds,-27,78,313,
2023-03-04 00:21:49,主世界,minecraft:piston,-28,78,314,活塞推动,minecraft:reeds,-28,78,313,
